id,title,description,url
2896,Apply Operations to Make Two Strings Equal,"You are given two 0-indexed binary strings s1 and s2 , both of length n , and a positive integer x . You can perform any of the following operations on the string s1 any number of times: Choose two indices i and j , and flip both s1[i] and s1[j] . The cost of this operation is x . Choose an index i such that i < n - 1 and flip both s1[i] and s1[i + 1] . The cost of this operation is 1 . Return the minimum cost needed to make the strings s1 and s2 equal, or return -1 if it is impossible. Note that flipping a character means changing it from 0 to 1 or vice-versa. Example 1: Input: s1 = ""1100011000"", s2 = ""0101001010"", x = 2 Output: 4 Explanation: We can do the following operations: - Choose i = 3 and apply the second operation. The resulting string is s1 = ""110 11 11000"". - Choose i = 4 and apply the second operation. The resulting string is s1 = ""1101 00 1000"". - Choose i = 0 and j = 8 and apply the first operation. The resulting string is s1 = "" 0 1010010 1 0"" = s2. The total cost is 1 + 1 + 2 = 4. It can be shown that it is the minimum cost possible. Example 2: Input: s1 = ""10110"", s2 = ""00011"", x = 4 Output: -1 Explanation: It is not possible to make the two strings equal. Constraints: n == s1.length == s2.length 1 <= n, x <= 500 s1 and s2 consist only of the characters '0' and '1' .",https://leetcode.ca/2023-11-04-2896-Apply-Operations-to-Make-Two-Strings-Equal
2897,Apply Operations on Array to Maximize Sum of Squares,"You are given a 0-indexed integer array nums and a positive integer k . You can do the following operation on the array any number of times: Choose any two distinct indices i and j and simultaneously update the values of nums[i] to (nums[i] AND nums[j]) and nums[j] to (nums[i] OR nums[j]) . Here, OR denotes the bitwise OR operation, and AND denotes the bitwise AND operation. You have to choose k elements from the final array and calculate the sum of their squares . Return the maximum sum of squares you can achieve . Since the answer can be very large, return it modulo 10 9 + 7 . Example 1: Input: nums = [2,6,5,8], k = 2 Output: 261 Explanation: We can do the following operations on the array: - Choose i = 0 and j = 3, then change nums[0] to (2 AND 8) = 0 and nums[3] to (2 OR 8) = 10. The resulting array is nums = [0,6,5,10]. - Choose i = 2 and j = 3, then change nums[2] to (5 AND 10) = 0 and nums[3] to (5 OR 10) = 15. The resulting array is nums = [0,6,0,15]. We can choose the elements 15 and 6 from the final array. The sum of squares is 15 2 + 6 2 = 261. It can be shown that this is the maximum value we can get. Example 2: Input: nums = [4,5,4,7], k = 3 Output: 90 Explanation: We do not need to apply any operations. We can choose the elements 7, 5, and 4 with a sum of squares: 7 2 + 5 2 + 4 2 = 90. It can be shown that this is the maximum value we can get. Constraints: 1 <= k <= nums.length <= 10 5 1 <= nums[i] <= 10 9",https://leetcode.ca/2023-11-05-2897-Apply-Operations-on-Array-to-Maximize-Sum-of-Squares
2898,Maximum Linear Stock Score,"Given a 1-indexed integer array prices , where prices[i] is the price of a particular stock on the i th day, your task is to select some of the elements of prices such that your selection is linear . A selection indexes , where indexes is a 1-indexed integer array of length k which is a subsequence of the array [1, 2, ..., n] , is linear if: For every 1 < j <= k , prices[indexes[j]] - prices[indexes[j - 1]] == indexes[j] - indexes[j - 1] . A subsequence is an array that can be derived from another array by deleting some or no elements without changing the order of the remaining elements. The score of a selection indexes , is equal to the sum of the following array: [prices[indexes[1]], prices[indexes[2]], ..., prices[indexes[k]] . Return the maximum score that a linear selection can have . Example 1: Input: prices = [1,5,3,7,8] Output: 20 Explanation: We can select the indexes [2,4,5]. We show that our selection is linear: For j = 2, we have: indexes[2] - indexes[1] = 4 - 2 = 2. prices[4] - prices[2] = 7 - 5 = 2. For j = 3, we have: indexes[3] - indexes[2] = 5 - 4 = 1. prices[5] - prices[4] = 8 - 7 = 1. The sum of the elements is: prices[2] + prices[4] + prices[5] = 20. It can be shown that the maximum sum a linear selection can have is 20. Example 2: Input: prices = [5,6,7,8,9] Output: 35 Explanation: We can select all of the indexes [1,2,3,4,5]. Since each element has a difference of exactly 1 from its previous element, our selection is linear. The sum of all the elements is 35 which is the maximum possible some out of every selection. Constraints: 1 <= prices.length <= 10 5 1 <= prices[i] <= 10 9",https://leetcode.ca/2023-11-06-2898-Maximum-Linear-Stock-Score
2899,Last Visited Integers,"Given a 0-indexed array of strings words where words[i] is either a positive integer represented as a string or the string ""prev"" . Start iterating from the beginning of the array; for every ""prev"" string seen in words , find the last visited integer in words which is defined as follows: Let k be the number of consecutive ""prev"" strings seen so far (containing the current string). Let nums be the 0-indexed array of integers seen so far and nums_reverse be the reverse of nums , then the integer at (k - 1) th index of nums_reverse will be the last visited integer for this ""prev"" . If k is greater than the total visited integers, then the last visited integer will be -1 . Return an integer array containing the last visited integers. Example 1: Input: words = [""1"",""2"",""prev"",""prev"",""prev""] Output: [2,1,-1] Explanation: For ""prev"" at index = 2, last visited integer will be 2 as here the number of consecutive ""prev"" strings is 1, and in the array reverse_nums, 2 will be the first element. For ""prev"" at index = 3, last visited integer will be 1 as there are a total of two consecutive ""prev"" strings including this ""prev"" which are visited, and 1 is the second last visited integer. For ""prev"" at index = 4, last visited integer will be -1 as there are a total of three consecutive ""prev"" strings including this ""prev"" which are visited, but the total number of integers visited is two. Example 2: Input: words = [""1"",""prev"",""2"",""prev"",""prev""] Output: [1,2,1] Explanation: For ""prev"" at index = 1, last visited integer will be 1. For ""prev"" at index = 3, last visited integer will be 2. For ""prev"" at index = 4, last visited integer will be 1 as there are a total of two consecutive ""prev"" strings including this ""prev"" which are visited, and 1 is the second last visited integer. Constraints: 1 <= words.length <= 100 words[i] == ""prev"" or 1 <= int(words[i]) <= 100",https://leetcode.ca/2023-11-07-2899-Last-Visited-Integers
2900,Longest Unequal Adjacent Groups Subsequence I,"You are given an integer n , a 0-indexed string array words , and a 0-indexed binary array groups , both arrays having length n . You need to select the longest subsequence from an array of indices [0, 1, ..., n - 1] , such that for the subsequence denoted as [i 0 , i 1 , ..., i k - 1 ] having length k , groups[i j ] != groups[i j + 1 ] , for each j where 0 < j + 1 < k . Return a string array containing the words corresponding to the indices (in order) in the selected subsequence . If there are multiple answers, return any of them . A subsequence of an array is a new array that is formed from the original array by deleting some (possibly none) of the elements without disturbing the relative positions of the remaining elements. Note: strings in words may be unequal in length. Example 1: Input: n = 3, words = [""e"",""a"",""b""], groups = [0,0,1] Output: [""e"",""b""] Explanation: A subsequence that can be selected is [0,2] because groups[0] != groups[2]. So, a valid answer is [words[0],words[2]] = [""e"",""b""]. Another subsequence that can be selected is [1,2] because groups[1] != groups[2]. This results in [words[1],words[2]] = [""a"",""b""]. It is also a valid answer. It can be shown that the length of the longest subsequence of indices that satisfies the condition is 2. Example 2: Input: n = 4, words = [""a"",""b"",""c"",""d""], groups = [1,0,1,1] Output: [""a"",""b"",""c""] Explanation: A subsequence that can be selected is [0,1,2] because groups[0] != groups[1] and groups[1] != groups[2]. So, a valid answer is [words[0],words[1],words[2]] = [""a"",""b"",""c""]. Another subsequence that can be selected is [0,1,3] because groups[0] != groups[1] and groups[1] != groups[3]. This results in [words[0],words[1],words[3]] = [""a"",""b"",""d""]. It is also a valid answer. It can be shown that the length of the longest subsequence of indices that satisfies the condition is 3. Constraints: 1 <= n == words.length == groups.length <= 100 1 <= words[i].length <= 10 0 <= groups[i] < 2 words consists of distinct strings. words[i] consists of lowercase English letters.",https://leetcode.ca/2023-11-08-2900-Longest-Unequal-Adjacent-Groups-Subsequence-I
2901,Longest Unequal Adjacent Groups Subsequence II,"You are given an integer n , a 0-indexed string array words , and a 0-indexed array groups , both arrays having length n . The hamming distance between two strings of equal length is the number of positions at which the corresponding characters are different . You need to select the longest subsequence from an array of indices [0, 1, ..., n - 1] , such that for the subsequence denoted as [i 0 , i 1 , ..., i k - 1 ] having length k , the following holds: For adjacent indices in the subsequence, their corresponding groups are unequal , i.e., groups[i j ] != groups[i j + 1 ] , for each j where 0 < j + 1 < k . words[i j ] and words[i j + 1 ] are equal in length, and the hamming distance between them is 1 , where 0 < j + 1 < k , for all indices in the subsequence. Return a string array containing the words corresponding to the indices (in order) in the selected subsequence . If there are multiple answers, return any of them . A subsequence of an array is a new array that is formed from the original array by deleting some (possibly none) of the elements without disturbing the relative positions of the remaining elements. Note: strings in words may be unequal in length. Example 1: Input: n = 3, words = [""bab"",""dab"",""cab""], groups = [1,2,2] Output: [""bab"",""cab""] Explanation: A subsequence that can be selected is [0,2]. - groups[0] != groups[2] - words[0].length == words[2].length, and the hamming distance between them is 1. So, a valid answer is [words[0],words[2]] = [""bab"",""cab""]. Another subsequence that can be selected is [0,1]. - groups[0] != groups[1] - words[0].length == words[1].length, and the hamming distance between them is 1. So, another valid answer is [words[0],words[1]] = [""bab"",""dab""]. It can be shown that the length of the longest subsequence of indices that satisfies the conditions is 2. Example 2: Input: n = 4, words = [""a"",""b"",""c"",""d""], groups = [1,2,3,4] Output: [""a"",""b"",""c"",""d""] Explanation: We can select the subsequence [0,1,2,3]. It satisfies both conditions. Hence, the answer is [words[0],words[1],words[2],words[3]] = [""a"",""b"",""c"",""d""]. It has the longest length among all subsequences of indices that satisfy the conditions. Hence, it is the only answer. Constraints: 1 <= n == words.length == groups.length <= 1000 1 <= words[i].length <= 10 1 <= groups[i] <= n words consists of distinct strings. words[i] consists of lowercase English letters.",https://leetcode.ca/2023-11-09-2901-Longest-Unequal-Adjacent-Groups-Subsequence-II
2902,Count of Sub-Multisets With Bounded Sum,"You are given a 0-indexed array nums of non-negative integers, and two integers l and r . Return the count of sub-multisets within nums where the sum of elements in each subset falls within the inclusive range of [l, r] . Since the answer may be large, return it modulo 10 9 + 7 . A sub-multiset is an unordered collection of elements of the array in which a given value x can occur 0, 1, ..., occ[x] times, where occ[x] is the number of occurrences of x in the array. Note that: Two sub-multisets are the same if sorting both sub-multisets results in identical multisets. The sum of an empty multiset is 0 . Example 1: Input: nums = [1,2,2,3], l = 6, r = 6 Output: 1 Explanation: The only subset of nums that has a sum of 6 is {1, 2, 3}. Example 2: Input: nums = [2,1,4,2,7], l = 1, r = 5 Output: 7 Explanation: The subsets of nums that have a sum within the range [1, 5] are {1}, {2}, {4}, {2, 2}, {1, 2}, {1, 4}, and {1, 2, 2}. Example 3: Input: nums = [1,2,1,3,5,2], l = 3, r = 5 Output: 9 Explanation: The subsets of nums that have a sum within the range [3, 5] are {3}, {5}, {1, 2}, {1, 3}, {2, 2}, {2, 3}, {1, 1, 2}, {1, 1, 3}, and {1, 2, 2}. Constraints: 1 <= nums.length <= 2 * 10 4 0 <= nums[i] <= 2 * 10 4 Sum of nums does not exceed 2 * 10 4 . 0 <= l <= r <= 2 * 10 4",https://leetcode.ca/2023-11-10-2902-Count-of-Sub-Multisets-With-Bounded-Sum
2903,Find Indices With Index and Value Difference I,"You are given a 0-indexed integer array nums having length n , an integer indexDifference , and an integer valueDifference . Your task is to find two indices i and j , both in the range [0, n - 1] , that satisfy the following conditions: abs(i - j) >= indexDifference , and abs(nums[i] - nums[j]) >= valueDifference Return an integer array answer , where answer = [i, j] if there are two such indices , and answer = [-1, -1] otherwise . If there are multiple choices for the two indices, return any of them . Note: i and j may be equal . Example 1: Input: nums = [5,1,4,1], indexDifference = 2, valueDifference = 4 Output: [0,3] Explanation: In this example, i = 0 and j = 3 can be selected. abs(0 - 3) >= 2 and abs(nums[0] - nums[3]) >= 4. Hence, a valid answer is [0,3]. [3,0] is also a valid answer. Example 2: Input: nums = [2,1], indexDifference = 0, valueDifference = 0 Output: [0,0] Explanation: In this example, i = 0 and j = 0 can be selected. abs(0 - 0) >= 0 and abs(nums[0] - nums[0]) >= 0. Hence, a valid answer is [0,0]. Other valid answers are [0,1], [1,0], and [1,1]. Example 3: Input: nums = [1,2,3], indexDifference = 2, valueDifference = 4 Output: [-1,-1] Explanation: In this example, it can be shown that it is impossible to find two indices that satisfy both conditions. Hence, [-1,-1] is returned. Constraints: 1 <= n == nums.length <= 100 0 <= nums[i] <= 50 0 <= indexDifference <= 100 0 <= valueDifference <= 50",https://leetcode.ca/2023-11-11-2903-Find-Indices-With-Index-and-Value-Difference-I
2904,Shortest and Lexicographically Smallest Beautiful String,"You are given a binary string s and a positive integer k . A substring of s is beautiful if the number of 1 's in it is exactly k . Let len be the length of the shortest beautiful substring. Return the lexicographically smallest beautiful substring of string s with length equal to len . If s doesn't contain a beautiful substring, return an empty string . A string a is lexicographically larger than a string b (of the same length) if in the first position where a and b differ, a has a character strictly larger than the corresponding character in b . For example, ""abcd"" is lexicographically larger than ""abcc"" because the first position they differ is at the fourth character, and d is greater than c . Example 1: Input: s = ""100011001"", k = 3 Output: ""11001"" Explanation: There are 7 beautiful substrings in this example: 1. The substring "" 100011 001"". 2. The substring "" 1000110 01"". 3. The substring "" 10001100 1"". 4. The substring ""1 00011001 "". 5. The substring ""10 0011001 "". 6. The substring ""100 011001 "". 7. The substring ""1000 11001 "". The length of the shortest beautiful substring is 5. The lexicographically smallest beautiful substring with length 5 is the substring ""11001"". Example 2: Input: s = ""1011"", k = 2 Output: ""11"" Explanation: There are 3 beautiful substrings in this example: 1. The substring "" 101 1"". 2. The substring ""1 011 "". 3. The substring ""10 11 "". The length of the shortest beautiful substring is 2. The lexicographically smallest beautiful substring with length 2 is the substring ""11"". Example 3: Input: s = ""000"", k = 1 Output: """" Explanation: There are no beautiful substrings in this example. Constraints: 1 <= s.length <= 100 1 <= k <= s.length",https://leetcode.ca/2023-11-12-2904-Shortest-and-Lexicographically-Smallest-Beautiful-String
2905,Find Indices With Index and Value Difference II,"You are given a 0-indexed integer array nums having length n , an integer indexDifference , and an integer valueDifference . Your task is to find two indices i and j , both in the range [0, n - 1] , that satisfy the following conditions: abs(i - j) >= indexDifference , and abs(nums[i] - nums[j]) >= valueDifference Return an integer array answer , where answer = [i, j] if there are two such indices , and answer = [-1, -1] otherwise . If there are multiple choices for the two indices, return any of them . Note: i and j may be equal . Example 1: Input: nums = [5,1,4,1], indexDifference = 2, valueDifference = 4 Output: [0,3] Explanation: In this example, i = 0 and j = 3 can be selected. abs(0 - 3) >= 2 and abs(nums[0] - nums[3]) >= 4. Hence, a valid answer is [0,3]. [3,0] is also a valid answer. Example 2: Input: nums = [2,1], indexDifference = 0, valueDifference = 0 Output: [0,0] Explanation: In this example, i = 0 and j = 0 can be selected. abs(0 - 0) >= 0 and abs(nums[0] - nums[0]) >= 0. Hence, a valid answer is [0,0]. Other valid answers are [0,1], [1,0], and [1,1]. Example 3: Input: nums = [1,2,3], indexDifference = 2, valueDifference = 4 Output: [-1,-1] Explanation: In this example, it can be shown that it is impossible to find two indices that satisfy both conditions. Hence, [-1,-1] is returned. Constraints: 1 <= n == nums.length <= 10 5 0 <= nums[i] <= 10 9 0 <= indexDifference <= 10 5 0 <= valueDifference <= 10 9",https://leetcode.ca/2023-11-13-2905-Find-Indices-With-Index-and-Value-Difference-II
2906,Construct Product Matrix,"Given a 0-indexed 2D integer matrix grid of size n * m , we define a 0-indexed 2D matrix p of size n * m as the product matrix of grid if the following condition is met: Each element p[i][j] is calculated as the product of all elements in grid except for the element grid[i][j] . This product is then taken modulo 12345 . Return the product matrix of grid . Example 1: Input: grid = [[1,2],[3,4]] Output: [[24,12],[8,6]] Explanation: p[0][0] = grid[0][1] * grid[1][0] * grid[1][1] = 2 * 3 * 4 = 24 p[0][1] = grid[0][0] * grid[1][0] * grid[1][1] = 1 * 3 * 4 = 12 p[1][0] = grid[0][0] * grid[0][1] * grid[1][1] = 1 * 2 * 4 = 8 p[1][1] = grid[0][0] * grid[0][1] * grid[1][0] = 1 * 2 * 3 = 6 So the answer is [[24,12],[8,6]]. Example 2: Input: grid = [[12345],[2],[1]] Output: [[2],[0],[0]] Explanation: p[0][0] = grid[0][1] * grid[0][2] = 2 * 1 = 2. p[0][1] = grid[0][0] * grid[0][2] = 12345 * 1 = 12345. 12345 % 12345 = 0. So p[0][1] = 0. p[0][2] = grid[0][0] * grid[0][1] = 12345 * 2 = 24690. 24690 % 12345 = 0. So p[0][2] = 0. So the answer is [[2],[0],[0]]. Constraints: 1 <= n == grid.length <= 10 5 1 <= m == grid[i].length <= 10 5 2 <= n * m <= 10 5 1 <= grid[i][j] <= 10 9",https://leetcode.ca/2023-11-14-2906-Construct-Product-Matrix
2907,Maximum Profitable Triplets With Increasing Prices I,"Given the 0-indexed arrays prices and profits of length n . There are n items in an store where the i th item has a price of prices[i] and a profit of profits[i] . We have to pick three items with the following condition: prices[i] < prices[j] < prices[k] where i < j < k . If we pick items with indices i , j and k satisfying the above condition, the profit would be profits[i] + profits[j] + profits[k] . Return the maximum profit we can get, and -1 if it's not possible to pick three items with the given condition. Example 1: Input: prices = [10,2,3,4], profits = [100,2,7,10] Output: 19 Explanation: We can't pick the item with index i=0 since there are no indices j and k such that the condition holds. So the only triplet we can pick, are the items with indices 1, 2 and 3 and it's a valid pick since prices[1] < prices[2] < prices[3]. The answer would be sum of their profits which is 2 + 7 + 10 = 19. Example 2: Input: prices = [1,2,3,4,5], profits = [1,5,3,4,6] Output: 15 Explanation: We can select any triplet of items since for each triplet of indices i, j and k such that i < j < k, the condition holds. Therefore the maximum profit we can get would be the 3 most profitable items which are indices 1, 3 and 4. The answer would be sum of their profits which is 5 + 4 + 6 = 15. Example 3: Input: prices = [4,3,2,1], profits = [33,20,19,87] Output: -1 Explanation: We can't select any triplet of indices such that the condition holds, so we return -1. Constraints: 3 <= prices.length == profits.length <= 2000 1 <= prices[i] <= 10 6 1 <= profits[i] <= 10 6",https://leetcode.ca/2023-11-15-2907-Maximum-Profitable-Triplets-With-Increasing-Prices-I
2908,Minimum Sum of Mountain Triplets I,"You are given a 0-indexed array nums of integers. A triplet of indices (i, j, k) is a mountain if: i < j < k nums[i] < nums[j] and nums[k] < nums[j] Return the minimum possible sum of a mountain triplet of nums . If no such triplet exists, return -1 . Example 1: Input: nums = [8,6,1,5,3] Output: 9 Explanation: Triplet (2, 3, 4) is a mountain triplet of sum 9 since: - 2 < 3 < 4 - nums[2] < nums[3] and nums[4] < nums[3] And the sum of this triplet is nums[2] + nums[3] + nums[4] = 9. It can be shown that there are no mountain triplets with a sum of less than 9. Example 2: Input: nums = [5,4,8,7,10,2] Output: 13 Explanation: Triplet (1, 3, 5) is a mountain triplet of sum 13 since: - 1 < 3 < 5 - nums[1] < nums[3] and nums[5] < nums[3] And the sum of this triplet is nums[1] + nums[3] + nums[5] = 13. It can be shown that there are no mountain triplets with a sum of less than 13. Example 3: Input: nums = [6,5,4,3,4,5] Output: -1 Explanation: It can be shown that there are no mountain triplets in nums. Constraints: 3 <= nums.length <= 50 1 <= nums[i] <= 50",https://leetcode.ca/2023-11-16-2908-Minimum-Sum-of-Mountain-Triplets-I
2909,Minimum Sum of Mountain Triplets II,"You are given a 0-indexed array nums of integers. A triplet of indices (i, j, k) is a mountain if: i < j < k nums[i] < nums[j] and nums[k] < nums[j] Return the minimum possible sum of a mountain triplet of nums . If no such triplet exists, return -1 . Example 1: Input: nums = [8,6,1,5,3] Output: 9 Explanation: Triplet (2, 3, 4) is a mountain triplet of sum 9 since: - 2 < 3 < 4 - nums[2] < nums[3] and nums[4] < nums[3] And the sum of this triplet is nums[2] + nums[3] + nums[4] = 9. It can be shown that there are no mountain triplets with a sum of less than 9. Example 2: Input: nums = [5,4,8,7,10,2] Output: 13 Explanation: Triplet (1, 3, 5) is a mountain triplet of sum 13 since: - 1 < 3 < 5 - nums[1] < nums[3] and nums[5] < nums[3] And the sum of this triplet is nums[1] + nums[3] + nums[5] = 13. It can be shown that there are no mountain triplets with a sum of less than 13. Example 3: Input: nums = [6,5,4,3,4,5] Output: -1 Explanation: It can be shown that there are no mountain triplets in nums. Constraints: 3 <= nums.length <= 10 5 1 <= nums[i] <= 10 8",https://leetcode.ca/2023-11-17-2909-Minimum-Sum-of-Mountain-Triplets-II
2910,Minimum Number of Groups to Create a Valid Assignment,"You are given a 0-indexed integer array nums of length n . We want to group the indices so for each index i in the range [0, n - 1] , it is assigned to exactly one group. A group assignment is valid if the following conditions hold: For every group g , all indices i assigned to group g have the same value in nums . For any two groups g 1 and g 2 , the difference between the number of indices assigned to g 1 and g 2 should not exceed 1 . Return an integer denoting the minimum number of groups needed to create a valid group assignment. Example 1: Input: nums = [3,2,3,2,3] Output: 2 Explanation: One way the indices can be assigned to 2 groups is as follows, where the values in square brackets are indices: group 1 -> [0,2,4] group 2 -> [1,3] All indices are assigned to one group. In group 1, nums[0] == nums[2] == nums[4], so all indices have the same value. In group 2, nums[1] == nums[3], so all indices have the same value. The number of indices assigned to group 1 is 3, and the number of indices assigned to group 2 is 2. Their difference doesn't exceed 1. It is not possible to use fewer than 2 groups because, in order to use just 1 group, all indices assigned to that group must have the same value. Hence, the answer is 2. Example 2: Input: nums = [10,10,10,3,1,1] Output: 4 Explanation: One way the indices can be assigned to 4 groups is as follows, where the values in square brackets are indices: group 1 -> [0] group 2 -> [1,2] group 3 -> [3] group 4 -> [4,5] The group assignment above satisfies both conditions. It can be shown that it is not possible to create a valid assignment using fewer than 4 groups. Hence, the answer is 4. Constraints: 1 <= nums.length <= 10 5 1 <= nums[i] <= 10 9",https://leetcode.ca/2023-11-18-2910-Minimum-Number-of-Groups-to-Create-a-Valid-Assignment
2911,Minimum Changes to Make K Semi-palindromes,"Given a string s and an integer k , partition s into k substrings such that the sum of the number of letter changes required to turn each substring into a semi-palindrome is minimized. Return an integer denoting the minimum number of letter changes required. Notes A string is a palindrome if it can be read the same way from left to right and right to left. A string with a length of len is considered a semi-palindrome if there exists a positive integer d such that 1 <= d < len and len % d == 0 , and if we take indices that have the same modulo by d , they form a palindrome . For example, ""aa"" , ""aba"" , ""adbgad"" , and, ""abab"" are semi-palindrome and ""a"" , ""ab"" , and, ""abca"" are not. A substring is a contiguous sequence of characters within a string. Example 1: Input: s = ""abcac"", k = 2 Output: 1 Explanation: We can divide s into substrings ""ab"" and ""cac"". The string ""cac"" is already a semi-palindrome. If we change ""ab"" to ""aa"", it becomes a semi-palindrome with d = 1. It can be shown that there is no way to divide the string ""abcac"" into two semi-palindrome substrings. Therefore, the answer would be at least 1. Example 2: Input: s = ""abcdef"", k = 2 Output: 2 Explanation: We can divide it into substrings ""abc"" and ""def"". Each of the substrings ""abc"" and ""def"" requires one change to become a semi-palindrome, so we need 2 changes in total to make all substrings semi-palindrome. It can be shown that we cannot divide the given string into two substrings in a way that it would require less than 2 changes. Example 3: Input: s = ""aabbaa"", k = 3 Output: 0 Explanation: We can divide it into substrings ""aa"", ""bb"" and ""aa"". The strings ""aa"" and ""bb"" are already semi-palindromes. Thus, the answer is zero. Constraints: 2 <= s.length <= 200 1 <= k <= s.length / 2 s consists only of lowercase English letters.",https://leetcode.ca/2023-11-19-2911-Minimum-Changes-to-Make-K-Semi-palindromes
2912,Number of Ways to Reach Destination in the Grid,"You are given two integers n and m which represent the size of a 1-indexed grid. You are also given an integer k , a 1-indexed integer array source and a 1-indexed integer array dest , where source and dest are in the form [x, y] representing a cell on the given grid. You can move through the grid in the following way: You can go from cell [x 1 , y 1 ] to cell [x 2 , y 2 ] if either x 1 == x 2 or y 1 == y 2 . Note that you can't move to the cell you are already in e.g. x 1 == x 2 and y 1 == y 2 . Return the number of ways you can reach dest from source by moving through the grid exactly k times. Since the answer may be very large, return it modulo 10 9 + 7 . Example 1: Input: n = 3, m = 2, k = 2, source = [1,1], dest = [2,2] Output: 2 Explanation: There are 2 possible sequences of reaching [2,2] from [1,1]: - [1,1] -> [1,2] -> [2,2] - [1,1] -> [2,1] -> [2,2] Example 2: Input: n = 3, m = 4, k = 3, source = [1,2], dest = [2,3] Output: 9 Explanation: There are 9 possible sequences of reaching [2,3] from [1,2]: - [1,2] -> [1,1] -> [1,3] -> [2,3] - [1,2] -> [1,1] -> [2,1] -> [2,3] - [1,2] -> [1,3] -> [3,3] -> [2,3] - [1,2] -> [1,4] -> [1,3] -> [2,3] - [1,2] -> [1,4] -> [2,4] -> [2,3] - [1,2] -> [2,2] -> [2,1] -> [2,3] - [1,2] -> [2,2] -> [2,4] -> [2,3] - [1,2] -> [3,2] -> [2,2] -> [2,3] - [1,2] -> [3,2] -> [3,3] -> [2,3] Constraints: 2 <= n, m <= 10 9 1 <= k <= 10 5 source.length == dest.length == 2 1 <= source[1], dest[1] <= n 1 <= source[2], dest[2] <= m",https://leetcode.ca/2023-11-20-2912-Number-of-Ways-to-Reach-Destination-in-the-Grid
2913,Subarrays Distinct Element Sum of Squares I,"You are given a 0-indexed integer array nums . The distinct count of a subarray of nums is defined as: Let nums[i..j] be a subarray of nums consisting of all the indices from i to j such that 0 <= i <= j < nums.length . Then the number of distinct values in nums[i..j] is called the distinct count of nums[i..j] . Return the sum of the squares of distinct counts of all subarrays of nums . A subarray is a contiguous non-empty sequence of elements within an array. Example 1: Input: nums = [1,2,1] Output: 15 Explanation: Six possible subarrays are: [1]: 1 distinct value [2]: 1 distinct value [1]: 1 distinct value [1,2]: 2 distinct values [2,1]: 2 distinct values [1,2,1]: 2 distinct values The sum of the squares of the distinct counts in all subarrays is equal to 1 2 + 1 2 + 1 2 + 2 2 + 2 2 + 2 2 = 15. Example 2: Input: nums = [1,1] Output: 3 Explanation: Three possible subarrays are: [1]: 1 distinct value [1]: 1 distinct value [1,1]: 1 distinct value The sum of the squares of the distinct counts in all subarrays is equal to 1 2 + 1 2 + 1 2 = 3. Constraints: 1 <= nums.length <= 100 1 <= nums[i] <= 100",https://leetcode.ca/2023-11-21-2913-Subarrays-Distinct-Element-Sum-of-Squares-I
2914,Minimum Number of Changes to Make Binary String Beautiful,"You are given a 0-indexed binary string s having an even length. A string is beautiful if it's possible to partition it into one or more substrings such that: Each substring has an even length . Each substring contains only 1 's or only 0 's. You can change any character in s to 0 or 1 . Return the minimum number of changes required to make the string s beautiful . Example 1: Input: s = ""1001"" Output: 2 Explanation: We change s[1] to 1 and s[3] to 0 to get string ""1100"". It can be seen that the string ""1100"" is beautiful because we can partition it into ""11|00"". It can be proven that 2 is the minimum number of changes needed to make the string beautiful. Example 2: Input: s = ""10"" Output: 1 Explanation: We change s[1] to 1 to get string ""11"". It can be seen that the string ""11"" is beautiful because we can partition it into ""11"". It can be proven that 1 is the minimum number of changes needed to make the string beautiful. Example 3: Input: s = ""0000"" Output: 0 Explanation: We don't need to make any changes as the string ""0000"" is beautiful already. Constraints: 2 <= s.length <= 10 5 s has an even length. s[i] is either '0' or '1' .",https://leetcode.ca/2023-11-22-2914-Minimum-Number-of-Changes-to-Make-Binary-String-Beautiful
2915,Length of the Longest Subsequence That Sums to Target,"You are given a 0-indexed array of integers nums , and an integer target . Return the length of the longest subsequence of nums that sums up to target . If no such subsequence exists, return -1 . A subsequence is an array that can be derived from another array by deleting some or no elements without changing the order of the remaining elements. Example 1: Input: nums = [1,2,3,4,5], target = 9 Output: 3 Explanation: There are 3 subsequences with a sum equal to 9: [4,5], [1,3,5], and [2,3,4]. The longest subsequences are [1,3,5], and [2,3,4]. Hence, the answer is 3. Example 2: Input: nums = [4,1,3,2,1,5], target = 7 Output: 4 Explanation: There are 5 subsequences with a sum equal to 7: [4,3], [4,1,2], [4,2,1], [1,1,5], and [1,3,2,1]. The longest subsequence is [1,3,2,1]. Hence, the answer is 4. Example 3: Input: nums = [1,1,5,4,5], target = 3 Output: -1 Explanation: It can be shown that nums has no subsequence that sums up to 3. Constraints: 1 <= nums.length <= 1000 1 <= nums[i] <= 1000 1 <= target <= 1000",https://leetcode.ca/2023-11-23-2915-Length-of-the-Longest-Subsequence-That-Sums-to-Target
